launch_date,return_date,launch_date_clean,return_date_clean,launch_date2,return_date2,neg,launch_date_rev,return_date_rev
"April 29, 1985, 16:02:18 UTC","May 6, 1985, 16:11:04 UTC","April 29, 1985, 16:02:18","May 6, 1985, 16:11:04",483638538,484243864,FALSE,1985-04-29T16:02:18Z,1985-05-06T16:11:04Z
"April 29, 1985, 16:02:18 UTC","May 6, 1985, 16:11:04 UTC","April 29, 1985, 16:02:18","May 6, 1985, 16:11:04",483638538,484243864,FALSE,1985-04-29T16:02:18Z,1985-05-06T16:11:04Z
"April 29, 1985, 16:02:18 UTC","May 6, 1985, 16:11:04 UTC","April 29, 1985, 16:02:18","May 6, 1985, 16:11:04",483638538,484243864,FALSE,1985-04-29T16:02:18Z,1985-05-06T16:11:04Z
"April 29, 1985, 16:02:18 UTC","May 6, 1985, 16:11:04 UTC","April 29, 1985, 16:02:18","May 6, 1985, 16:11:04",483638538,484243864,FALSE,1985-04-29T16:02:18Z,1985-05-06T16:11:04Z
"April 29, 1985, 16:02:18 UTC","May 6, 1985, 16:11:04 UTC","April 29, 1985, 16:02:18","May 6, 1985, 16:11:04",483638538,484243864,FALSE,1985-04-29T16:02:18Z,1985-05-06T16:11:04Z
"April 29, 1985, 16:02:18 UTC","May 6, 1985, 16:11:04 UTC","April 29, 1985, 16:02:18","May 6, 1985, 16:11:04",483638538,484243864,FALSE,1985-04-29T16:02:18Z,1985-05-06T16:11:04Z
"April 29, 1985, 16:02:18 UTC","May 6, 1985, 16:11:04 UTC","April 29, 1985, 16:02:18","May 6, 1985, 16:11:04",483638538,484243864,FALSE,1985-04-29T16:02:18Z,1985-05-06T16:11:04Z
"April 28, 1991, 11:33:14 UTC","May 6, 1991, 18:55:37 UTC","April 28, 1991, 11:33:14","May 6, 1991, 18:55:37",672838394,673556137,FALSE,1991-04-28T11:33:14Z,1991-05-06T18:55:37Z
"April 28, 1991, 11:33:14 UTC","May 6, 1991, 18:55:37 UTC","April 28, 1991, 11:33:14","May 6, 1991, 18:55:37",672838394,673556137,FALSE,1991-04-28T11:33:14Z,1991-05-06T18:55:37Z
"April 28, 1991, 11:33:14 UTC","May 6, 1991, 18:55:37 UTC","April 28, 1991, 11:33:14","May 6, 1991, 18:55:37",672838394,673556137,FALSE,1991-04-28T11:33:14Z,1991-05-06T18:55:37Z
"April 28, 1991, 11:33:14 UTC","May 6, 1991, 18:55:37 UTC","April 28, 1991, 11:33:14","May 6, 1991, 18:55:37",672838394,673556137,FALSE,1991-04-28T11:33:14Z,1991-05-06T18:55:37Z
